item_length,item_width
6.206380420693999,5.618286318576413
5.756649060356426,5.921923917029834
5.576328789527691,5.792400973070321
5.304949790184665,7.235000365697445
6.764064086519643,5.965792062524912
5.668837977555109,5.708256943732479
6.2412776575061315,6.533104452265238
5.951632134954061,6.503750318467092
7.192131883685668,6.249854671768185
5.9995506486214385,7.660597931024048
6.459118978315897,4.944733415154336
6.10394762845826,5.904736165489709
6.108698516279791,5.095295942881117
7.628057360493397,4.822839478381038
5.200993172977989,5.05545444067317
6.2139893276176466,6.118521889349027
4.99631769244268,6.204244239679635
6.6787126158023336,5.495437385773266
7.770000692405947,4.53712941857798
7.230348663109192,6.002812801735319
5.506360592110413,5.90182273941075
4.5920846542589695,6.425663100710542
6.495543589031676,6.233997661427495
7.666927613721663,6.896073748759369
4.476693044077719,6.660698124219827
7.898237989887195,6.343043218278298
7.074417110278937,7.8981137855409544
6.39097892977283,6.520252404145218
6.653730264556046,4.098196362318568
6.037912540196779,5.708709224563008
7.130591801927315,4.8180612174954
5.501560234711924,4.544806516053875
5.169864083229856,5.729977271451063
5.393783922566164,6.146352948354553
5.394169072615461,4.153164505150222
5.762581132775124,6.414747889956049
6.236700347689205,5.505511541707797
5.773417103038082,6.0945593175800346
6.5047133191797215,5.779319667986708
6.063522184280453,6.930938573817254
5.552847150246235,5.67951683889493
6.92343366263226,6.1162849607891
5.217489475548129,7.6745144300021
7.190412263660522,5.6229822070080875
5.214639729744657,5.151926521404961
7.037073318673989,6.744564533808547
5.496123662620264,6.113815540249826
6.858224689677863,5.257052458740727
5.078595726757953,5.7841966469723864
4.937098282434243,6.000735735266
6.031322740352325,4.866373001038331
6.156964021560377,4.790469205600575
5.527293850625144,6.452087732301769
5.525730813165512,5.788245006291529
4.6207851887391485,6.929972947504341
6.120743202591397,6.780551220545056
4.68931546552535,5.551065547570877
6.204523273732606,6.981474458100665
6.607022495972831,6.210160010716895
7.35381636474547,7.461096087494058
5.706246343046983,7.9298633687768945
6.018272290866533,7.190065165877456
6.2584233347085245,5.82535580500794
6.035299801152476,6.0909374279527135
6.707725029404332,5.873276267120528
6.0061589405592795,6.027203384197915
5.5345018804292465,5.357123553009382
6.048354862278821,5.188020267634105
6.056852511204986,4.653110665814079
5.515542804036047,5.772166127465476
5.33706363963265,5.447637605763801
5.468110449372017,6.413305632302522
5.103314076701232,4.893218640237758
5.134938140027123,5.630689823847453
4.870539098652574,6.16017251031241
6.639708195684953,5.7912236406198145
5.180639904610671,4.779704438864227
7.30597198036227,6.423288880478877
5.708708582855621,4.8371707444981515
5.258563846060088,5.925681813340611
3.720371675236987,5.837375161059771
4.864542452887284,4.994527856566133
6.8079500713999055,6.395106058418637
4.785196821920231,6.330724601888742
7.191893960138068,6.447186915128084
6.614811743531781,6.620224304351366
6.541958515507316,5.246570673924864
5.638318677735189,6.767562005627045
7.573047224588415,5.8892660877359075
5.721858396197467,4.401512171744608
6.650957322840575,6.717787536931081
5.428512212046888,6.810496046508003
7.013349992536469,7.070587324899623
5.6302720987125685,5.628074279281123
4.953930197337217,6.307080004149901
7.580970342190651,6.34133638912909
6.273384231333605,7.385165918801286
4.689089345188478,7.030870335888438
4.7620829901107475,6.185347148446105
5.751945063131829,7.003602143389469
6.288159288406445,5.132492810717652
6.596476721675381,8.365202758361509
4.918179734650041,4.704075748274986
5.914034844450875,7.647944340537294
4.831324561203423,5.281278063247113
7.527664082328968,6.061483215192404
5.816799233570321,5.02215255965438
6.814006040200292,5.236852125595992
6.268690582016372,7.548712844024425
6.883461725129262,6.797078778103073
6.173890888439711,4.878109637986218
6.444401690171781,5.252061607869319
7.24149140311952,6.033857123998829
5.789020007327683,5.872090337166098
4.365026678249992,4.945204861553432
4.18445963659068,6.789682110708116
4.970132833007212,6.393806484381226
7.813725441684456,5.890723334160325
6.094161209639751,5.208445897347833
5.048888171596136,7.017514588049158
5.124027578273882,8.100281441872397
6.618857343065498,6.193775790513087
5.889228250655299,6.992028964776885
6.915115212606871,5.407323115226788
5.8391909137286415,7.6120772056798645
5.580372771549712,5.752245602858129
5.706455759412669,6.0506244559627635
5.969224841927248,5.729565634597126
5.27354950697701,5.7035463752996804
6.064724396377637,5.46372537096001
8.08324490295225,4.854338009296894
6.846040044568205,5.701532236902745
6.0695508588304445,6.906052488848948
6.50248170098426,6.226978054399662
6.958087402929559,5.706958252799871
5.376392985688925,5.769061000378012
6.089521157572026,5.93839984961706
6.496746717689386,5.516732001742288
5.3015191790323986,6.341544318072057
4.859356764480042,6.017859418951653
6.495271791215362,6.24627610716955
5.396254758604359,5.484519318360324
5.215547855864779,5.520277972019615
6.648139450360761,6.198841730385549
6.021686582466876,5.807109787781388
6.403131639796697,5.412445715014211
5.776928682819012,3.8568197448899233
6.797663364994509,6.703875104905739
6.768950680179235,5.225722213324372
5.3167454118758055,7.620027174522212
5.672792072587604,5.3905085221049225
6.339849113155203,6.564626133914775
5.565267906201587,7.4068030496785155
6.454948444482439,6.863034775764907
5.196794886269167,6.3997783425052805
5.254173544031669,6.077800699899792
6.342637242384214,6.284773500933054
5.336533287063452,5.598566931586553
5.71154731891648,5.77823612559482
7.2291077987196815,6.4637230103332985
5.170864601080391,5.244247496004934
6.390779854487154,5.52677016865999
6.292207869208286,4.940714527630641
5.741642802044113,5.4169021089019544
5.220477845302665,6.8600280231166835
6.200211731916148,6.210813331513529
6.4822975679821075,6.013326867554917
7.530666691159668,5.171832022335776
4.635685321584306,5.145890114209395
7.299946185581255,4.860958906009188
5.699434353993819,7.077681141297355
6.064316279115517,5.871204130466898
5.744603279014451,6.152019886441166
6.53605802387028,4.909845970672436
6.195645586413985,6.727697031788943
5.295953186813869,5.631927714707209
5.787381025698417,5.874916299436833
5.698848957299895,4.772376045584124
7.6678178633322585,8.021746267554786
6.717746628098994,5.53426713482105
5.165095045839258,4.182438896457945
5.598780606787209,7.311764606349559
6.138335258099798,4.806932437989262
5.719329729706196,7.174176555771258
6.346804511895107,5.300251215210534
3.9011261898695766,5.4882192641129395
5.759789566057426,7.225370005113755
5.516228070175564,5.483773500929165
5.536789091747112,5.063590319586185
4.840144817513387,6.383321502502088
6.577371263406116,5.765928498282809
6.8441268473798775,5.721782177855754
5.008439137874766,5.499716778029044
5.963826219915304,6.099951490866499
6.174282248391818,5.5317556869704845
4.675877415899811,4.720651726876267
4.179375011200181,5.300001302131047
4.660657412150554,7.141829455469193
5.1651705506917835,6.9703453481271564
5.145006532801429,5.775224456393258
6.434204981722258,6.631607279012061
6.120674975243818,4.385129684361148
6.854036231451238,6.523176083267979
7.27010300001516,5.905757822092137
6.301815085940467,6.114190382210901
6.900146258881726,5.411036703534676
5.322936492975064,7.391095525129289
4.948061854433069,6.443709421459616
6.489623814773576,6.059571402769709
5.6347002603532585,7.32737676706697
5.863591735488901,7.72236402907268
5.554341691831341,6.894280352626539
5.174554383081626,6.276682542881244
4.450776423686143,7.934177347531211
7.382921599229293,6.812686943758611
6.9840192479530225,6.839867650683076
6.4855848886033645,4.690345139954344
6.498407154155082,6.488134380854951
5.744066444696628,6.159451678727697
6.291796520687711,5.863553228048615
7.53437824386071,5.800987442418475
4.694250398639773,5.5860924796736775
5.3852496950209865,7.172848959700043
5.390178841539918,5.338915267170862
5.889130837683115,4.495710646740394
6.692617385502842,6.133131231821179
4.4491365762104556,5.4377248634756
6.067226941410361,7.708678843942549
5.416636589727714,5.844522723536573
5.0935482293857195,5.622483456043085
5.835872384435886,5.8574789171491215
6.049298522798964,6.142345037275583
5.861274898731652,7.551340945990855
4.690737267515416,5.2803307801750705
5.765359570738711,6.2315266753455605
8.09151856776861,6.479935961171339
5.675353233308896,7.506076628954891
5.652357961675599,5.130063892411309
6.926803141134888,5.047270580115051
5.641637412695984,7.484402839163167
5.94174755480813,4.362348897654888
5.950578075755067,6.163216851716695
5.633142326946059,6.295643083509738
7.010151788225368,7.23186236156803
7.046949640293417,5.527140401927204
7.169600777076218,5.560445015398352
6.54367072462872,4.915025672090097
